,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
1089,5912634,268.14667,0,0,22050,1,0.26163,249.40553,-16.836,104.861,0.059,3,0.732,5,0.324,1,0.485,3.15,4.12,1.0,1.0,0.917,0.477,268147,0.0893,5.13e-05,0.138,0.0365,0.238,Diana Krall,Isn't It Romantic,jazz
1091,4876447,221.15406,0,0,22050,1,2.22912,208.19011,-13.487,117.997,0.864,4,0.85,8,0.6,1,0.496,3.15,4.12,1.0,1.0,0.633,0.779,221154,0.351,0.00428,0.0982,0.0331,0.37,Emilie Schiøtt,It May Be You,jazz
1093,5411070,245.4,0,0,22050,1,0.58571,221.99438,-13.338,101.528,0.199,4,0.544,0,0.703,1,0.783,3.15,4.12,1.0,1.0,0.85,0.421,245400,0.149,0.0,0.151,0.0294,0.243,Søren Lampe,The Folks Who Live On the Hill,jazz
1094,8494080,385.21905,0,0,22050,1,0.2698,374.56109,-18.272,134.034,0.001,4,0.876,1,0.451,1,0.513,3.15,4.12,1.0,1.0,0.982,0.543,385219,0.127,0.617,0.0813,0.0487,0.354,Ben Webster,Stardust,jazz
1095,9562350,433.66667,0,0,22050,1,0.21506,427.31683,-19.226,143.893,0.154,4,0.853,7,0.21,0,0.46,3.15,4.12,1.0,1.0,0.957,0.461,433667,0.138,0.378,0.108,0.0378,0.478,Art Tatum,My Ideal,jazz
1096,8244054,373.88,0,0,22050,1,0.0,367.0088,-15.248,169.223,0.072,3,0.457,6,0.133,1,0.564,3.15,4.12,1.0,1.0,0.901,0.278,373880,0.239,0.141,0.18,0.0353,0.204,Christian Scott aTunde Adjuah,Isadora,jazz
1097,6817860,309.2,0,0,22050,1,0.45066,296.19955,-17.98,119.025,0.314,4,0.813,4,0.426,0,0.499,3.15,4.12,1.0,1.0,0.897,0.566,309200,0.138,0.000154,0.0997,0.0396,0.24,Katrine Madsen,Early in the Autumn,jazz
1098,7447020,337.73333,0,0,22050,1,0.31923,320.66757,-24.704,109.811,0.121,4,0.922,8,0.316,1,0.544,3.15,4.12,1.0,1.0,0.967,0.433,337733,0.0451,0.836,0.123,0.041,0.189,Hugo Rasmussen,Somewhere over the Rainbow,jazz
1099,6986003,316.82553,0,0,22050,1,0.15878,293.05324,-13.364,79.956,0.144,4,0.314,4,0.602,1,0.54,3.15,4.12,1.0,1.0,0.849,0.621,316826,0.231,0.00125,0.11,0.0322,0.349,Gregory Porter,Take Me To The Alley,jazz
1100,8412516,381.52,0,0,22050,1,0.58671,373.90512,-14.735,66.537,0.027,4,0.901,5,0.0,0,0.0,3.15,4.12,1.0,1.0,0.959,0.439,381520,0.129,0.898,0.202,0.0294,0.111,Thelonious Monk,"Ruby, My Dear",jazz
